"","ABAFINU.KY.Equity","ALGOTRE.KY.Equity","APEXGCE.US.Equity","APHSIFA.LX.Equity","AROYIPA.US.Equity","ARTPAII.US.Equity","ASLNDMB.KY.Equity","BAOBABG.VI.Equity","BBHEDG1.US.Equity","BPCENHO.US.Equity","BWAGUSD.KY.Equity","CALYPSV.AV.Equity","CAMCAPR.KY.Equity","CARMOTT.KY.Equity","CASSIOA.KY.Equity","CAYENRG.US.Equity","CCLDMNA.CN.Equity","CCLMKNA.CN.Equity","CEDMNLP.US.Equity","CHCIMPE.KY.Equity","CHESSIC.US.Equity","CHROEHF.BM.Equity","CLASABE.LX.Equity","CLOVSTR.US.Equity","COEFFCA.KY.Equity","COLOMLP.US.Equity","CONCAPO.KY.Equity","CRJBJPY.KY.Equity","CURCMAF.CN.Equity","CUSHMKN.US.Equity","DACHCEQ.BH.Equity","DONEHF1.NA.Equity","EAMDSSP.KY.Equity","EMEVALU.BM.Equity","FAAREMG.KY.Equity","FIEMKNA.CN.Equity","GLGELNU.KY.Equity","GUEVORA.KY.Equity","HARSMCP.US.Equity","HERACPW.BM.Equity","HILCMNEA.CN.Equity","HSBCTGH.GR.Equity","INSGFIZ.PW.Equity","JADECPA.KY.Equity","KEYREOH.US.Equity","KLPAGEN.NO.Equity","LCIMNAU.KY.Equity","LMLSMOME.CN.Equity","LOGSTNE.US.Equity","MAGGFDI.US.Equity","MAQ8444.AU.Equity","MATAMNC.US.Equity","MNLUSDI.KY.Equity","MWJMA1U.ID.Equity","MWMGLFU.ID.Equity","MWTFNEE.ID.Equity","NORMNIA.CN.Equity","OAKPAMN.US.Equity","PACAPRV.KY.Equity","PAGORAE.KY.Equity","PCDAOAA.KY.Equity","PEGAEUR.VI.Equity","PHNXCPF.US.Equity","PMGLMKNE.CN.Equity","PMMNCLA.CN.Equity","PRYNCIP.MV.Equity","PXPVSCF.KY.Equity","QAAFFNU.KY.Equity","QQMEQHD.SS.Equity","QUANSPA.KY.Equity","QUPANEF.VI.Equity","QUQEQMN.US.Equity","RBRSVFC.KY.Equity","REALRTA.ID.Equity","RENIDEQ.US.Equity","ROMECAP.US.Equity","ROTACRO.US.Equity","SAEEALB.NA.Equity","SCOPQPL.US.Equity","SECHCAE.ID.Equity","SIA3FFU.VI.Equity","SQPTEUR.LX.Equity","SUPBLAE.KY.Equity","SVGRCMN.KY.Equity","TALACTE.KY.Equity","TALENHE.KY.Equity","TESSEQP.US.Equity","TKCAEAU.KY.Equity","TWOPPLD.VI.Equity","VICARCA.KY.Equity","WATSABR.AU.Equity","WGEMNBU.ID.Equity","WILIGEB.VI.Equity","WINCAPA.NA.Equity","WMF0001.AU.Equity","ZALUSMN.US.Equity","ZEBGLAU.US.Equity"
"21",0.4494,NA,-0.04,2.6179,-1.22,0.4299,-0.4353,17.5759,-0.5472,NA,NA,NA,-0.02,-2.23,0.2248,1.7383,NA,1.1508,-4.26,-0.9629,3.8,NA,0.9619,-2.15,NA,2.02,3.33,NA,NA,1.22,4.19,3.0969,1.3917,-8.0668,1.3979,2.2072,-0.522,1.4854,4.31,NA,-0.0215,0.9093,NA,-6.2524,4.2,-1.3241,NA,0.2119,-0.51,0.15,NA,0.7699,NA,-0.5358,0.4489,0.8209,0.6787,3.12,1.7354,-1.2108,NA,1.0892,NA,1.5976,-0.0311,0.379,NA,NA,2.95,-1.2714,1.6336,1.1601,NA,1.5078,NA,0.9199,1.1698,-0.106,NA,0.8475,0.7011,2.1186,0.1289,0.4178,-0.053,0.0041,0.1402,NA,2.8253,-0.2545,0.5992,NA,0.9835,0.0863,1.2055,-0.02,0.0104
"22",-0.5896,NA,0.85,6.9064,0.59,0.9,1.0871,-0.307,0.369,2.29,NA,NA,6.26,-0.35,1.4623,-0.0231,-1.7124,-1.0322,0.83,2.0763,0.9499,NA,0.2105,1.2697,NA,-2.82,-0.19,NA,NA,5.1301,1.5299,0.0407,-0.3886,-0.2293,3.0367,1.3285,-0.1332,2.4884,0.72,NA,3.5331,0.494,NA,5.2258,3.1,-0.3072,NA,-0.1969,0.28,-0.36,NA,-6.12,NA,0.5632,1.3353,0.2142,-0.2809,-0.68,0.7693,0.4294,NA,0.5832,NA,1.6427,1.158,-0.3154,NA,NA,3.56,-1.2877,4.1023,-0.97,NA,1.5138,NA,1.72,-0.39,6.4682,NA,-0.7772,1.4783,-0.131,-0.0644,0.335,0.6103,1.3368,1.6402,NA,0.9397,0.4488,-1.7782,NA,1.0492,2.4056,-4.1328,0.37,-1.7301
"23",-3.1346,NA,4.18,3.1407,-5.5801,0.3201,2.1913,-2.7993,-0.6772,-5.79,NA,NA,-2.05,0.86,-0.9991,0.1903,2.0888,3.6274,-0.77,0.565,0.7401,NA,-1.5721,-1.6101,NA,2.66,-0.18,NA,NA,0.29,-4.2296,0.6022,0.3782,-0.777,0.6857,1.4413,-0.949,3.7497,4.91,NA,0.3565,-0.1034,NA,-2.7382,-0.2,0.8719,NA,-0.5668,1.08,0.8,NA,2.37,NA,0.5529,-0.8437,0.3457,0.2087,5.12,-0.3407,1.4377,NA,0.2064,NA,0.302,-0.3858,0.7576,NA,NA,0.55,-0.1544,1.9079,-0.36,NA,-0.2584,NA,3.38,0.4201,2.3219,NA,0.5604,-3.7435,-1.0615,0,-0.3536,-0.5697,-1.0423,-1.6602,NA,-3.693,0.1292,0.8202,NA,-4.7075,-0.5803,-4.364,-0.79,-0.7299
"24",1.0395,NA,-2.11,0.8121,3.8,0.3601,-0.5291,0.7331,-0.5454,4.8,NA,NA,-0.42,2.9,-1.1861,0.7654,-0.6517,-3.1711,2.25,-0.7866,3.1,NA,-1.0086,2.25,NA,2.33,0.55,NA,NA,1.64,2.1197,-1.2295,2.6936,-1.0698,1.9484,-1.6873,-0.1584,0.0134,-0.1,NA,1.5519,0.9265,NA,-1.9574,1.3,0.3012,NA,0.1225,0.5,-0.84,NA,0.7099,NA,1.0415,0.265,0.915,-0.8347,-1.86,1.4825,0.3362,NA,0.3138,NA,1.4415,-0.1912,-0.4074,NA,NA,1.01,-0.1546,0.7032,1.93,NA,2.3844,NA,1.2901,0.1202,2.0539,NA,-0.5952,0.6951,1.5052,1.481,-3.1817,0.3077,0.7159,1.5501,NA,-3.4831,0.3998,1.0328,NA,-0.3864,-0.1224,-1.7745,0.12,1.4303
"25",1.5464,NA,-2.57,1.9318,-2.13,-0.5101,-3.6121,-7.6379,-2.618,-8.59,NA,NA,-8.94,0.9,-0.0998,0.4238,1.6749,0.5527,0.97,2.8719,0.17,NA,0.997,1.0099,NA,-3.4,-1.14,NA,NA,0.01,0.9396,0.172,0.7559,-0.0652,-0.6565,1.2484,1.5624,0.8053,0.92,NA,-4.5089,0.7305,NA,-16.0638,-1.3,0.815,NA,-0.3326,0.4599,-0.29,NA,3.99,NA,0.6056,2.4023,1.9836,-2.353,-2.92,1.2128,1.1965,NA,0.5866,NA,0.9723,-0.5203,3.5977,NA,NA,3.03,-0.1548,-3.0721,-1.09,NA,-1.0567,NA,-0.5001,1.53,3.754,NA,-1.0447,-3.4865,-3.9821,-1.269,0.7832,1.8827,3.8278,-0.59,NA,3.2749,0.5583,-2.1145,NA,-2.0133,-1.6588,2.5244,2.37,-0.1397
"26",-1.8202,NA,0.54,4.0863,4.25,-0.3001,0.4617,3.7662,-1.6358,-3.16,NA,NA,-6.57,-6.4,-0.7932,0.6427,2.9609,2.5536,1.81,0.9044,0.09,NA,-5.4493,0.6098,NA,5.06,4.84,NA,NA,-2.1203,4.7903,2.052,0.1915,-46.4599,1.3537,3.5111,-1.7882,-1.1064,0.52,NA,-1.356,-1.0699,NA,-10.1584,1.7,-4.3861,NA,0.5005,0.92,0.48,NA,2.21,NA,0.5398,-1.5958,2.5083,1.8921,-1.91,-0.3512,-1.7034,NA,-0.2041,NA,-1.0169,-0.3107,2.2665,NA,NA,2.79,24.2363,-1.2921,4.12,NA,2.3641,NA,2.63,0.8003,2.6997,NA,-0.4442,-2.3812,-1.4614,-6.6838,-2.8552,0.9084,1.7902,3.0399,NA,-10.0079,0.9046,2.3462,NA,-2.4016,-2.6931,-1.5733,1.46,4.3498
"27",-1.5098,NA,-3.39,0.6047,2.87,0.6599,0.0174,1.9889,-1.1859,-2.13,NA,NA,-8.04,0.9,-0.1984,-0.0203,0.8894,-0.0129,-0.39,-0.6469,0.92,1.1225,4.2872,0.12,NA,1.56,0.63,NA,NA,-2.42,4.3295,0.2403,1.8338,7.3997,0.1809,0.4256,0.6043,2.3383,2.72,NA,1.7388,1.6069,NA,-11.3453,1.8,2.1026,NA,-0.1414,0.46,0.5701,NA,0.02,NA,0.6111,2.916,NA,-1.4039,2.56,1.9006,1.0969,NA,1.1006,NA,-0.5137,0.7792,3.5631,NA,NA,1.17,19.5083,5.1961,0.73,NA,0.3849,NA,-0.8,-1.1303,1.2489,NA,0.097,3.9603,1.9478,0.3444,0.0128,0.3447,0.7267,NA,NA,8.333,0.2466,-0.1538,NA,3.3857,0.7288,-1.5745,-0.4,-0.5102
"28",-2.2754,NA,-0.71,4.656,-3.6737,0.6901,-1.3976,-4.1016,-2.759,1.66,NA,NA,-3.91,-0.86,0.8872,3.09,-4.804,-14.1266,0.07,-1.1296,-0.35,-1.36,-1.1104,1.0099,NA,4.24,3.86,1.0447,NA,0.51,3.4104,2.0379,2.7935,-19.626,8.2315,-0.9639,0.8615,1.6836,1.85,NA,0.2027,0.3338,NA,-9.7791,0.4,1.0626,NA,1.1511,-0.27,0.46,NA,-1.43,NA,0.2317,2.5844,5.0215,-4.8963,2.22,-2.039,1.0579,NA,-0.8478,NA,0.7934,0.6514,-1.5145,NA,0.3715,1.25,16.3238,0.8366,1.59,NA,1.1974,NA,-1.72,-0.2499,3.3272,NA,2.6163,-3.2563,2.0663,-0.6863,2.4049,0.4614,1.0323,0.0197,NA,-2.1426,0.8937,1.981,NA,-0.7228,2.0925,-1.3236,-1,1.81
"29",1.6091,NA,2.9,-1.3388,-4.296,0.7802,0.314,-1.9122,-3.1494,1.66,NA,NA,-5.02,2.13,1.0323,2.3095,5.1857,5.4338,-1.19,-3.2847,3,-6.4578,4.8624,-1.15,NA,4.85,2.87,0.2727,NA,-2.0399,5.3799,2.3105,3.0987,0,-1.8274,5.3937,2.8209,1.8922,0.71,NA,-0.6237,0.0591,NA,-2.1039,-1.4,-1.2961,NA,1.5127,1.0508,1.1697,NA,1.79,NA,0.2544,1.454,3.0882,3.999,-3.4,-1.7623,4.4936,NA,1.37,4.64,0.4627,-3e-04,2.3371,NA,1.1893,1.63,0.7247,0.0653,1.44,-11.5977,2.2169,NA,0.2196,2.0702,1.2081,NA,-0.3966,1.4755,0.7609,-2.9026,3.0019,0.1939,0.4634,-1.0899,NA,3.3896,0.3127,2.0454,NA,3.1522,5.124,-1.1768,2.04,1.2696
"30",0.3884,NA,2.6,-0.068,12.146,0.26,0.0317,4.7014,0.9741,-0.96,NA,NA,5.44,3.83,0.7045,-2.3703,-1.2435,1.3496,1.16,-0.4676,2.3,7.4997,1.3193,NA,NA,1.96,-2.64,2.749,NA,3.4699,-1.79,1.3932,0.121,19.0888,2.781,-0.7263,0.4039,1.7769,-2.21,NA,4.0019,1.8134,NA,-1.8382,2.8,1.4529,NA,1.1638,2.6106,0.25,NA,-2.69,NA,-0.2373,1.701,-1.1093,-2.419,3.63,1.8443,1.226,NA,0.2684,8.36,0.0308,-0.186,7.5727,NA,0.8143,-4.87,0.7196,5.6043,1.02,19.0493,0.8584,NA,1.58,-0.74,2.5631,NA,1.1124,4.1621,1.6289,0.9253,0.3587,0.8862,1.8639,2.4,NA,6.1772,0.3419,4.2981,NA,6.2193,1.4577,0.7078,-0.3,1.8204
"31",-1.1823,NA,-2.16,0.3851,0.13,0.9501,0.1747,-3.7951,-1.3926,2.2598,NA,NA,-1.5,-3.27,-0.8065,4.7838,2.935,3.8489,0.6,1.0138,-0.3,0.9981,-0.2518,-0.0097,NA,0.88,0.85,0.9466,NA,1.63,1.6301,0.8003,-4.4391,3.5181,3.0529,1.0683,1.7078,1.6629,-2.2,0.793,-0.7328,1.0717,NA,-8.3394,0.7,0.8543,NA,-1.9551,-0.0739,0.2401,NA,1.7,NA,0.501,1.9824,2.0884,0.6581,2.81,0.5758,1.0103,NA,1.042,0.92,0.5974,1.2801,0.7265,NA,1.6272,3.03,0.7144,1.9096,2.68,7.5772,2.0375,NA,-0.36,2.82,3.5548,NA,1.8127,-0.0611,1.5009,6.2059,5.6687,1.2419,2.6166,1.24,NA,3.5128,0.7975,0.3289,NA,3.0026,2.3348,3.2247,1.4,1.23
"32",-0.0541,NA,7.9201,-4.6713,1.86,0.6598,6.1332,2.3385,3.4719,0.49,NA,NA,12.56,1.12,-0.8305,0.7077,-1.522,-1.4297,-1.6,11.4148,0.4,1.4474,0.3639,-0.35,NA,-2.74,-2.43,2.9422,NA,NA,-5.2101,1.0336,-1.5454,0.8514,-1.5106,-0.7296,0.2687,2.0763,0.48,1.0894,0.6683,-0.3682,NA,7.0777,-0.1,-2.5924,NA,-2.4178,-0.1033,0.14,NA,-1.9201,NA,0.8935,0.395,-0.3528,-1.9818,-0.59,2.1813,0.2882,NA,1.334,-2.14,-2.0338,-1.1164,-1.8217,NA,3.2902,-4.19,0.061,7.0172,-1.31,0.642,6.2938,NA,2.85,-4.0498,0.1171,NA,0.0737,3.588,0.7578,-2.1248,3.5956,-1.461,-2.8031,-0.65,NA,5.8246,1.0309,-0.4692,NA,0.5547,4.1067,0.9612,-5.22,-0.3202
"33",2.4246,NA,-4.02,3.0107,0.54,1.4601,-1.8815,0.4584,-1.1801,-0.5697,NA,NA,-7.16,3.27,0.382,3.6269,1.1476,0.947,-0.4,3.7422,3.1,-0.5117,3.3277,3.49,NA,-3.88,0.25,1.5466,NA,2.19,2.2501,0.1927,0.451,100.5023,-2.106,2.2579,-0.4168,2.086,-6.11,1.005,0.5268,1.2601,NA,-1.2559,-0.3,0.2675,NA,0.3299,-0.5126,0.1,NA,1.18,NA,1.1526,3.1944,1.6469,1.8323,-7.66,1.73,0.3093,1,-1.6992,2.66,1.9473,1.1018,5.9514,NA,10.0288,1.42,0.0609,0.4643,0.0399,-9.778,2.4047,NA,-0.59,-1.3703,3.4294,NA,0.3252,-1.0197,1.93,4.4098,3.4859,0.9817,2.0615,0.59,NA,-3.1885,0.8612,1.2529,NA,1.0485,0.3456,-0.6109,4.27,0.1699
"34",0.842,NA,-0.31,3.5592,-0.99,1.2598,-4.3585,-2.6959,0.8632,-2.6405,NA,NA,-4.97,1.18,2.0725,0.3116,0.8492,2.8872,2.35,-7.9345,-0.4,-1.4044,1.3947,-0.7398,NA,-1.56,4.98,0.4558,NA,1.9001,-3.47,1.5316,-4.7932,-18.1512,-1.7307,1.918,0.2392,0.3406,6.4,1.0232,-2.8958,-1.2137,0.124,-8.7328,-4.9,2.7459,NA,0.4949,-0.5126,-0.47,NA,0.7301,NA,0.4244,-0.8205,2.4033,-1.2907,-5.48,0.077,-0.9926,-1.4356,-1.3771,4.26,-0.3356,-0.1539,-1.0838,NA,4.2709,0.24,0.0609,-0.7627,1.3001,0.4183,-3.0652,NA,-1.02,-0.49,0.6179,NA,1.1741,-3.7803,0.2625,2.2092,2.0217,-0.1002,-0.1094,-1.43,NA,-4.0433,1.3681,-13.4966,NA,-2.8147,-3.4355,0.9899,-0.02,1.3397
"35",3.8474,NA,-0.48,3.5282,1.14,0.0398,-4.1243,-3.3417,-1.9613,-1.8903,NA,NA,-14.11,-5.12,0.5478,-0.1413,0.8368,0.8418,-0.37,-7.5219,2.2,3.0695,0.4221,-1.5602,NA,-0.09,1.62,0.2077,NA,-1.8799,4.97,0.5611,4.2901,-2.907,-1.4089,0.0072,-0.3132,-0.3531,0.27,1.0378,0.8615,1.2154,3.7152,-16.9326,-2.6,2.4941,NA,0.2097,-2.3126,4.64,NA,3.59,NA,0.6073,0.8625,3.3532,2.1621,1.24,2.6129,0.9122,2.0994,-2.6387,2.55,1.8492,1.4991,4.8135,NA,1.3741,2.76,0.679,-5.5763,1.56,19.7783,-5.3301,NA,6.3901,0.6899,0.1884,NA,-0.7978,-0.1327,-1.9513,-7.2473,-1.4852,1.9864,4.1902,0.1698,NA,-16.0237,-0.0957,19.0708,NA,2.3982,-2.5139,3.8337,0.11,0.39
"36",0.393,NA,0.05,0.1059,-17.1,0.91,-12.1622,-4.4857,0.2837,-0.36,NA,NA,-3.3,-0.97,3.1004,5.665,-0.116,-2.8535,-1.16,-1.6085,-6.3,-4.8175,-10.631,-2.23,NA,3.38,0.4,-3.9472,NA,-3.9297,1.84,2.3915,0.4728,0.0322,-6.634,2.0996,0.5011,-4.9799,1.69,1.1985,-4.7394,-1.4205,2.0029,-0.9263,-1.4,-2.9177,3.83,0.2106,-3.7948,-4.1699,NA,0.82,NA,1.0418,0.4179,1.5563,-0.6501,1.75,0.9644,1.5273,2.4793,1.9486,-12.02,-0.1968,-1.796,-1.3659,NA,1.2031,0.63,0.6745,-5.2731,0.79,-6.7915,-4.403,NA,-13.63,-1.4597,0.0772,NA,3.9359,-9.9238,4.3402,5.5517,1.3479,0.7673,1.5239,-1.74,NA,15.0059,0.9276,-3.5281,0.573,-1.6184,6.8082,4.0423,-0.17,0.2601
"37",0.8648,NA,0.42,9.7124,6.01,-0.1199,-1.462,-1.8914,-0.4643,2.35,NA,-1.8941,-11.31,0.95,-0.4509,0.8006,3.7456,3.6119,0.46,-1.778,1.2,-2.863,-5.1857,-0.7899,NA,2.97,-0.58,-4.0762,NA,-9.48,3.5,1.7482,-1.9385,-41.738,-0.6564,-1.2637,-1.3098,0.1937,4.24,1.0357,-2.6615,-1.2634,-0.9469,-4.5904,-5,1.2682,-0.1445,-0.4494,1.2088,-0.19,NA,2.91,NA,0.1645,0.6687,2.0349,0.6085,1.92,0.6636,1.5657,0.4992,-2.3285,5.9699,0.1085,-0.0738,2.7857,NA,-3.8358,4.01,0.6699,-2.6153,3.81,-3.4106,-0.8967,NA,17.17,4.39,1.2676,NA,-1.0845,-1.3476,-1.6415,-7.3377,1.9164,1.3032,2.6156,-1.2598,NA,-8.685,1.9285,-0.4088,1.7927,-1.3287,-2.8739,2.7292,4.74,2.2698
"38",0.107,NA,0.1299,-5.6406,16.92,0.2501,11.2104,2.5876,0.3498,0.36,NA,2.1635,12.8,16.79,-0.7781,-1.4083,-2.7108,-3.4951,3.47,-0.0086,3.03,3.8632,11.146,2.83,NA,6.76,3.7,1.2079,-0.5638,0.83,-1.37,0.2087,3.156,13.0426,2.8876,-1.91,1.199,3.8738,2.06,0.985,1.1277,1.1707,2.0023,-4.9583,5,-0.9395,-4.1548,-1.1245,1.7849,0.63,NA,1.7,NA,0.0218,-1.4425,0.0497,-2.0401,0.76,0.2452,0.801,2.8086,0.4271,-5.69,-2.2346,-0.0045,1.9471,NA,-3.3707,-1.81,-0.163,2.0575,-0.02,14.6266,0.1269,NA,4.84,-1.4898,-3.4941,NA,3.2298,6.1322,4.5726,-1.1212,-0.4683,0.6071,1.3014,3.6201,NA,-0.83,-0.2424,4.0155,-0.2676,5.1218,-3.3115,-1.3604,-0.64,2.5098
"39",1.3312,2.0606,-3.7697,6.2839,-1.87,0.21,-1.3408,-5.4856,-1.6051,0.74,NA,-0.4608,-4.99,2.52,-0.0308,-1.2794,2.584,3.0994,-1.08,-1.8361,1.64,1.4594,-0.8656,0.78,NA,1.81,1.67,-0.5626,1.274,-2.62,0.82,-0.3887,-1.1137,33.3963,-0.031,0.8393,1.0879,1.8745,0.21,1.0492,0.9164,1.1572,2.448,-9.2437,-3,3.248,-1.2803,0.7184,-0.5485,0.89,NA,-1.43,NA,1.3629,0.8321,1.0302,0.4122,-8.8,1.6449,0.5248,0.3624,0.4451,7.54,0.0629,0.5691,2.6157,NA,5.5437,0.3,-0.1632,-0.52,1.14,11.4502,0.8003,NA,-2.28,-0.7798,-0.5735,0.9,1.0391,-1.071,0.1874,-3.0475,0.9492,0.5938,1.3212,0.8501,NA,0.5655,0.81,1.9446,-0.3095,3.9535,8.0242,1.5308,-0.59,-0.05
"40",-0.5626,0.0299,-0.57,6.3674,0.23,2.0201,-0.2068,-1.1118,1.7198,-2.2,NA,-2.6894,-11.66,-1.39,-0.0925,-2.5109,-5.8104,-12.5311,-0.83,-1.0489,1.02,-0.3896,-3.7415,-1.18,NA,-0.21,-5.75,0.0716,0.7892,0.76,1.29,-0.439,-6.7515,14.9118,-2.2804,-0.0415,1.2089,3.9249,1.03,1.0064,-1.8268,-1.0526,0.3219,-8.432,-4,2.6106,1.2689,1.2712,1.6342,-1.24,NA,0.57,NA,1.3,0.6755,1.3765,-2.0483,-3.28,-1.5363,0.6563,2.1572,-2.1566,0.6603,-0.3143,0.0288,-3.7635,NA,2.5374,5.22,-0.1635,0.8274,-0.73,6.9215,0.215,NA,0.43,0.28,3.2704,-3.3,-0.267,-2.5546,0.7029,-1.5351,1.3607,0.9855,2.0378,-1.5298,NA,0.2812,0.4491,0.8235,1.6083,-1.1736,1.2353,-0.0782,3.36,-0.83
"41",-2.3616,-2.7579,2.02,1.0729,-2.95,0.6099,-8.9061,16.2863,-0.9361,5.03,NA,-3.1233,-4.25,8.62,-0.3898,0.66,0.7164,0.7032,-2.6002,-1.908,-6.07,-2.1661,-12.2776,-0.1598,NA,4.55,3.3293,-1.6021,1.9448,-6.6,1.3801,0.6439,-6.8721,-15.0518,-3.4135,1.7388,-0.772,2.1071,3.96,1.084,-2.2516,-1.8327,-3.1045,-3.4214,-3.4999,-0.5386,-3.9069,-5.3191,0.4216,-0.7599,NA,5.76,NA,-0.2548,-3.5859,1.1288,-1.3279,9.21,-1.2424,0.7261,-2.8367,-4.9919,5.59,-1.328,-1.9609,-5.4369,2.2387,3.6725,1.25,0.5813,-1.2266,-0.95,-14.0795,-8.7011,NA,16.9999,5.0401,-4.1857,-10,-0.0285,-7.7965,-2.9914,0.3712,0.2926,-0.231,-0.3018,-0.84,NA,-9.8127,1.6538,-3.9095,-0.6788,-4.7649,-1.4073,-0.1352,-1.78,1.7797
"42",4.4365,-0.3319,1.38,-2.4594,-0.23,-0.5601,-2.0781,-19.9545,0.5347,-4.36,NA,-2.085,2.78,7.53,0.8615,-0.9298,-0.4223,-2.386,2.5,-1.0806,1,-1.2198,-12.0334,-1.9902,NA,0.16,-0.9869,-4.9116,-0.1034,-2.4499,0.85,0.5216,-3.6454,-0.3383,1.1026,-0.53,0.1028,2.19,3.16,1.0562,-0.2661,-0.8873,2.6523,-0.9487,3.7,0.7482,-2.4072,2.3109,0.0777,-0.81,NA,-0.1,NA,-0.6485,-3.6264,-1.8709,-2.8005,-1.29,0.9173,-0.7981,-3.2553,0.4979,8.32,-2.5769,-0.919,0.1507,2.4893,0.6081,-3.76,0.5779,-7.5959,-4.78,-3.6871,-2.6574,NA,9.28,-2.49,-2.9817,3.6,0.5072,1.2789,3.4695,0.1479,-0.7217,-2.6698,-5.0304,1.0299,NA,-4.4019,2.1043,-3.4438,-0.7369,-0.8066,-0.4703,-1.9172,-2.74,0.05
