"","ann.ret.5","ann.std.5","downrisk.5","drawdown.5","sharpe.5","sortino.5","inforatio.5","alpha.5","beta.5","corr.bhf.5","corr.bidx.5","omega.5","wl.5","skewness.5","kurtosis.5"
"ABAFINU.KY.Equity",0.0496441044402709,0.0660703921396577,0.0346881562703862,-0.115388904291978,0.675705153163061,1.28701289547592,0.102658956305295,0.00423366231345329,0.0416667533650559,0.0230516032813378,0.0548767632946668,1.76444893588139,0.616666666666667,0.185362443001053,-0.304306290624465
"APEXGCE.US.Equity",0.1099542325875,0.101841582806811,0.0450635812380002,-0.09053558355187,1.03056364301204,2.32902556131062,0.575245885140294,0.00975502918163681,0.147172561003875,0.25089590074075,0.126816068322345,2.46165403118823,0.566666666666667,0.971371947686162,1.58500101278209
"APHSIFA.LX.Equity",0.0462396458410392,0.130838755303177,0.0785072119277835,-0.196740099653301,0.315194421908703,0.525297546918038,0.201166272344108,0.0104746998753977,-0.51287323465189,-0.235829320117066,-0.347122390672608,1.35132206583829,0.6,-0.0594897313919481,-0.290954510342126
"ARTPAII.US.Equity",0.0702342704722656,0.0226263403180857,0.0057962941452433,-0.00808669189900024,2.88311187559229,11.254478954592,0.414412012030468,0.00505445613175047,0.0226083072865654,0.134532640689519,0.0962916530904493,12.5381341619942,0.8,0.560459983558085,0.0214179288996026
"ASLNDMB.KY.Equity",0.0859600873816158,0.142663329206652,0.101006966254182,-0.239421422484647,0.567490523541218,0.801529739818946,0.504875648393353,0.00465677805568039,1.00718015887513,0.71704266004797,0.701267015800802,1.65627197096049,0.616666666666667,-0.273941642863667,1.23984281380826
"CAMCAPR.KY.Equity",-0.0777225816756479,0.217245753949464,0.117057828662244,-0.520333068981433,-0.380778819248596,-0.706681326836615,-0.503826660593098,-0.014005606421543,1.29421662917765,0.676344601372636,0.56888377180491,0.823281627168845,0.416666666666667,0.469795367760741,0.196968293652047
"CASSIOA.KY.Equity",0.0217919364825676,0.0493349289394544,0.0276755307211402,-0.0605697067194677,0.340366082277635,0.606743070323163,-0.00567106536351953,0.00327198556448857,0.0255032561343117,0.00167670655774736,0.0441400180955821,1.42297618118793,0.483333333333333,0.228453855632201,-0.104388852668908
"CAYENRG.US.Equity",0.0775154857096176,0.0879924232534844,0.047339025367238,-0.183208179468227,0.8241105657554,1.5318330943037,0.460595978263875,0.00741042814717143,0.157505659787193,0.210665317748988,0.164105393898887,2.05642249161723,0.583333333333333,0.610800328392028,1.24239929096757
"CCLMKNA.CN.Equity",-0.0059238667369933,0.127581321736519,0.114363529091725,-0.378505534250307,-0.0856227744650054,-0.0955187971528216,-0.349444209478879,-0.00248090436792863,0.148296948968869,0.040456502227692,0.101542563459676,1.0146999473376,0.566666666666667,-1.49588044665983,3.70477529633012
"CEDMNLP.US.Equity",0.0316647916587547,0.0506459740928158,0.0351852843041692,-0.0445180526192801,0.526493806001001,0.757839312260299,0.307270300903908,0.00472462341794321,0.0728271779824342,0.167450628173743,0.165258527869198,1.593098763358,0.6,-0.523583582613219,0.464189060622211
"CHCIMPE.KY.Equity",0.114252558340272,0.246595246993908,0.0602814703031018,-0.224552657669024,0.443044055682756,1.81237381555125,0.331637759117091,0.00838747255503806,1.37019721222376,0.446331772274712,0.4429620278011,2.25027439886846,0.433333333333333,5.56215582353228,35.8092187826978
"CHESSIC.US.Equity",0.116895201309374,0.0612737234045803,0.0824030273053782,-0.0629999999999999,1.82615312228618,1.35790158406075,0.996240497793499,0.00601191611488423,0.398756261343379,0.600701847343959,0.698627286886199,4.21034110289937,0.816666666666667,-2.11628358055625,6.84281992964776
"CLASABE.LX.Equity",0.0910478097027561,0.154648439303594,0.142603153324903,-0.306500164054119,0.556409169664065,0.603407482208384,0.0558908505617713,-0.000857782217118869,1.03607788481669,0.578600038803737,0.651512270346594,1.72720509846648,0.716666666666667,-0.397242334312862,3.089155137499
"COLOMLP.US.Equity",0.0897864008238956,0.121922788987852,0.0650492789787264,-0.154042263240805,0.695410608039351,1.30341799563411,0.136011546500587,0.00623141298850665,-0.0150010921241471,-0.116195847197166,-0.0110237697799325,1.7509633911368,0.6,0.0807344485179174,-0.0182758122491125
"CONCAPO.KY.Equity",-0.00508843709035101,0.0908842942640694,0.0583650019342679,-0.231637054842061,-0.111003085539053,-0.172850796813351,-0.530010816239351,-0.00249577931163081,-0.062828430924694,-0.12851962053836,-0.0623837909791966,0.991947280986986,0.483333333333333,-0.190306831412884,-0.600316187099712
"EMEVALU.BM.Equity",-0.0212540830413825,1.03988409173847,0.548963012189636,-0.788016181705752,-0.0252471244150789,-0.0478248669917915,-0.154674595233679,0.0222576162772133,0.328882552090525,0.100728383547346,0.0288108502166007,1.51702986913167,0.433333333333333,1.39664720512055,3.12588733729794
"FIEMKNA.CN.Equity",0.0516549389561778,0.0569949565583197,0.027516348681815,-0.113080692371118,0.818580130128505,1.69553524327198,0.0706352755471619,0.00426372268222292,-0.0437561273155283,-0.141910063257415,-0.0769754945257646,1.96655600365411,0.633333333333333,0.33124773273867,0.235131661961094
"GUEVORA.KY.Equity",0.214125386934729,0.0635107106677985,0.0683451388937063,-0.053154159731,3.29275778425135,3.05984288450962,1.70426185526525,0.0129380761307281,0.320146710514109,0.476463646564911,0.442049590482498,12.5906989297784,0.916666666666667,0.522789315375106,6.19821144472587
"HILCMNEA.CN.Equity",0.0874182772692671,0.0735144700918217,0.046925452365699,-0.115612181077088,1.12111638928124,1.75636617473532,0.268890732719038,0.00179661351287166,0.59589192626328,0.760580169863985,0.739431827430807,2.45707845238535,0.7,-0.184055390103224,0.0536026360269815
"HSBCTGH.GR.Equity",0.0321576136323112,0.0326385489339196,0.0189693635969351,-0.0437984849976633,0.83207172252954,1.43165654944265,-0.458353759273977,0.000900308363686955,0.15443067326346,0.590266221584201,0.48405587513434,1.97123959168661,0.616666666666667,-0.320620766823662,-0.689455635984427
"KEYREOH.US.Equity",0.0464180944531474,0.129802210672186,0.0920070210723909,-0.225671719744,0.319086202297035,0.450162324248708,-0.307671219316172,-0.00287010304658242,0.398869585986666,0.359548192373607,0.274288276233016,1.36698412958271,0.55,-0.372036314754867,0.639015372158248
"KLPAGEN.NO.Equity",0.0419048732815546,0.0668795145654622,0.0475264080966722,-0.100617906366712,0.551811321020158,0.776512990556479,0.244378042900952,0.00597542551020598,-0.0553709207387302,0.00610923658611734,-0.0757699282414894,1.59909186187673,0.65,-0.552301050298617,0.00418347292994747
"LMLSMOME.CN.Equity",0.0412291290582669,0.0534023552922782,0.0430175293172201,-0.0791621431920465,0.678418186987823,0.842194557272359,0.185284943737457,0.00426813113303334,0.0738460552579914,0.139085155568397,0.132563203847551,1.85990792494363,0.666666666666667,-0.634013872056882,2.17400836814977
"MAGGFDI.US.Equity",0.0244682151528821,0.0350245723321136,0.0307607411382013,-0.0559657382482958,0.555844478792734,0.632891615498329,-0.292737302362141,0.000860501512562856,0.182511343302903,0.31325448735038,0.425166910708043,1.94948620958973,0.633333333333333,0.0231197370456839,9.80107288063515
"MATAMNC.US.Equity",0.0296473128492978,0.0814771555379955,0.0428807312150375,-0.0967037773739978,0.302505808978615,0.574787606248991,-0.0731749314404824,0.00394975394293711,-0.201260750089969,-0.305136485936513,-0.221935400104095,1.36766833372199,0.466666666666667,0.611515475536903,1.4639783598117
"MWJMA1U.ID.Equity",0.0687767680648277,0.0297257339320663,0.00672567912008695,-0.0090164762199999,2.14550692711507,9.4825766924193,0.490522067762179,0.00558698484578239,0.0527192717843557,0.0933215427247663,0.15646149528449,7.48987760310923,0.766666666666667,1.73191923613205,5.54240277303603
"MWMGLFU.ID.Equity",0.0741971931082712,0.0551800808790359,0.0377341028882934,-0.070822609224,1.25402485835356,1.83381047412522,0.51355563351801,0.00698099180002144,0.00195332741477772,0.12528242740838,0.00336844893965111,2.62387654890004,0.7,-0.493728934072801,0.125585596610084
"NORMNIA.CN.Equity",0.0096853807558015,0.0534235234227554,0.0280250489658531,-0.0845963873769102,0.0877025784826051,0.167185461888412,-0.368234013006565,0.000208619329022132,0.125261380870504,0.120520463782082,0.225866163012132,1.15551462719521,0.55,0.0398340784778942,-0.314212414835501
"PACAPRV.KY.Equity",0.0420012425997442,0.0439447348468428,0.0253624978085408,-0.0725358949676727,0.841994899473209,1.45889584216284,-0.205595634758975,0.00189652772929081,0.0294858793430305,0.0334520018354722,0.0595121345244533,1.91982146674753,0.716666666666667,-0.600613402596428,-0.501582310129298
"PAGORAE.KY.Equity",0.073460556835224,0.0413045578332464,0.0179405214291558,-0.0309559952921299,1.65745768570168,3.81597363853461,0.314219182623567,0.00554832396825651,-0.0467424192438949,0.000347751402601121,-0.11126637772948,3.90674479692867,0.733333333333333,0.612261190162919,0.977574519127929
"PEGAEUR.VI.Equity",-0.0073243479851256,0.0492957079592128,0.0428064232770945,-0.118662691270408,-0.250008540202379,-0.287908847355633,-0.696723545656,-0.000363673489217547,0.000198394745900032,0.135739523126217,0.000532778302556053,0.90335187795791,0.55,-0.914518557042022,2.1434862601217
"PMGLMKNE.CN.Equity",-0.00581649811266227,0.0426626817998977,0.0297105342774947,-0.15122255006665,-0.253535353529703,-0.364062726426822,-0.625263691013555,-0.00080972477555272,0.0840944881654708,0.182689516304306,0.1778324460075,0.916302832310526,0.516666666666667,-0.3058976019978,0.153552401610584
"PMMNCLA.CN.Equity",0.0101180985033085,0.0294544102016222,0.020382015279341,-0.0595369483456164,0.173763401415065,0.25110855983393,-0.515507734831605,0.000396422880389718,0.103509996380406,0.277942793782246,0.310590331479326,1.31174538694983,0.516666666666667,-0.295232552664137,-0.039191141125849
"PRYNCIP.MV.Equity",0.0411789241905833,0.0776864783613585,0.0430517916458449,-0.11946080818425,0.465704263517998,0.840358154852194,-0.373434349149048,0.000653088787297327,-0.0995302824410012,-0.116063162727626,-0.140405003375477,1.58215079868086,0.5,0.609052610064362,1.44997321294738
"QQMEQHD.SS.Equity",0.0633406488365567,0.0851121077247881,0.0504030213519339,-0.117020174642859,0.685456516071749,1.15748316810612,0.324742101941033,0.00792838312933647,-0.128519115173079,-0.125230158292886,-0.140998777408199,1.70912257783584,0.683333333333333,-0.391881681446813,-0.416918432005141
"QUPANEF.VI.Equity",0.0717239719322791,0.113441744846419,0.0836937099847997,-0.192373566134239,0.588178293824837,0.797239983081134,0.0783031797159437,0.00162768016433269,0.525985436982232,0.538248757519707,0.449404161074579,1.65338429170335,0.616666666666667,-0.524177842304561,0.4676199666787
"QUQEQMN.US.Equity",0.0146825673810085,0.0586592481624428,0.0351885368843195,-0.149759243955292,0.165064634892608,0.275162545485748,-0.294235677819374,0.00152103033308225,-0.137559376098592,-0.270535429392211,-0.199498038217104,1.23854760396876,0.516666666666667,0.158300939541087,0.962346286663037
"REALRTA.ID.Equity",0.074597065915301,0.112572364603968,0.0776891474233784,-0.238918928014157,0.618242906775075,0.895840258563034,0.425422927775171,0.00597690221112888,0.450571207948704,0.47929440446976,0.381239182827665,1.72085758648348,0.65,-0.0248173453975099,1.33290109024749
"ROTACRO.US.Equity",0.0929412688746616,0.0701798992093214,0.0364281252455996,-0.065627361545292,1.25308343080352,2.4141036158671,0.445635553978636,0.00678787888037803,0.0596797978189482,0.0660606677396985,0.0865095504807672,2.7381829774153,0.633333333333333,0.170967819032624,-0.290965728856734
"SAEEALB.NA.Equity",0.0739349951790911,0.097060190246961,0.0710222564256759,-0.143911017804355,0.710229343294013,0.970611166814037,0.504169621385747,0.00946490174632549,-0.0917438744909008,-0.000195737565846518,-0.0993886009276761,1.78967175846198,0.616666666666667,-0.682760614756822,1.52286774839411
"SECHCAE.ID.Equity",0.0650323337447605,0.0341873466226659,0.0125154010106005,-0.0228720125931167,1.75598107707369,4.79667680595398,0.265557026276338,0.00535759034377325,-0.0697354659157147,-0.0607874559005831,-0.179804347079392,4.37852220926534,0.683333333333333,0.909458244612953,1.69372006617157
"SQPTEUR.LX.Equity",0.0589265325571917,0.0663740139004537,0.0395074910070975,-0.0566358682751249,0.812464538276524,1.36496981161127,0.082089904381829,0.00416359944633868,0.00762663205507756,0.0647071842959147,0.0105945040545995,1.93830315558609,0.616666666666667,-0.138614267365197,0.0366231289598113
"SUPBLAE.KY.Equity",-0.000940623332089663,0.0987135232151904,0.0780555584707067,-0.192891587846603,-0.0601804407197523,-0.0761076270349037,-0.500849971079826,-0.00262602355056878,0.0222222757687258,0.159399560014501,0.0198214556943514,1.03151680363897,0.6,-0.59049063513706,0.622951895416092
"TALACTE.KY.Equity",0.0137079304497945,0.0398831638366834,0.0327490978529458,-0.0964554886397636,0.218335999758002,0.265898330662296,-0.336795851898973,0.00124549520181058,-0.00964636112317268,-0.0237994866100456,-0.0205183649636681,1.29870318317123,0.633333333333333,-1.00102461335727,0.642900321299387
"TALENHE.KY.Equity",0.0397734400112761,0.079653745116694,0.0645567718116609,-0.167763061720183,0.436557502228332,0.538648991196846,-0.0151455252439368,0.00355778510350165,-0.0122719030442371,-0.0194569296003409,-0.0130875365057091,1.46187452963929,0.65,-0.991858391651901,0.675938106309312
"TWOPPLD.VI.Equity",0.038425552284939,0.166134754995282,0.129068756198342,-0.293577160531019,0.201195422871562,0.258974776463899,-0.130594269953295,0.0020218216289768,-0.0295324463286963,0.161034772909339,-0.0160242652778095,1.27967737630064,0.6,-0.454766161049596,2.3316500339661
"VICARCA.KY.Equity",0.0706431372536773,0.0198086402147127,0.00590802048066863,-0.010137219364,3.31386387667951,11.1108513364951,0.681025525855927,0.00650042840798611,-0.011011497859749,0.0225829515743681,-0.0512948562655269,16.4335626601916,0.85,0.656366143693005,0.72786310418333
"WILIGEB.VI.Equity",0.120812256941344,0.0798940704398908,0.0479367296464098,-0.0922062545429821,1.44957261914045,2.4159398814979,0.541664303326915,0.0049530427820116,0.442425688100978,0.566502396046975,0.540593132115643,3.00278013141821,0.683333333333333,-0.0932900320501142,0.220399645712322
"WMF0001.AU.Equity",0.0490974077061737,0.0800506216463227,0.0531604075112378,-0.127760611322816,0.550869022616758,0.829515983240943,0.0910520688256285,0.00495697243053224,-0.0414060604684678,-0.119486477970715,-0.0435120339892668,1.64642802095204,0.583333333333333,-0.00654545578881588,0.66208599521641
"ZALUSMN.US.Equity",0.00844274692795643,0.0850970938976797,0.049452307278702,-0.154594027904538,0.0404566921180173,0.069617518724736,-0.263253280663265,0.00127199000236428,-0.141510646817338,-0.107106139240633,-0.138827709273327,1.12243221035333,0.433333333333333,0.923849784770341,3.69420666602739
"ZEBGLAU.US.Equity",0.0469902349771829,0.0601167310690387,0.0374589377455066,-0.066764667360394,0.698478347549552,1.12096705097357,-0.117204688144836,0.00237730285629808,0.026468006671663,-0.075265106618838,0.0414814960049822,1.8156326924981,0.6,-0.0726082439285509,0.21475918281809
