"","APEXGCE.US.Equity","HFRIAWJ.Index","HFRIEM.Index","HFRIEMNI.Index","HFRIFWI.Index","MXAP.Index"
"1",0.141839783424075,0.0499856448483871,0.0744260236427604,0.015127115939146,0.0371568414109214,0.104866599240958
"2",0.141985220442314,0.0494912186884979,0.0757771475314293,0.0150471786150337,0.0378451768273172,0.115037053319196
"3",0.142601575677248,0.0482533182090291,0.0791346965806345,0.0179339385016738,0.0373668881133113,0.114890726740277
"4",0.144719037434933,0.0482495538368444,0.0792282121148085,0.0182726852383053,0.037221567061926,0.115452879014459
"5",0.132213603154612,0.0469771568279346,0.0731996189626198,0.0181129884362274,0.0366509803912032,0.112703827473927
"6",0.13377266188908,0.0376688821418712,0.0712579113081488,0.0170967592117762,0.0330324549771612,0.121864649210806
"7",0.135764448461327,0.0363633781809016,0.0739347690873516,0.0177934189545154,0.0358432804657366,0.123122743634147
"8",0.13715605303772,0.0394995898712885,0.073354302195205,0.0178409681657389,0.0368062366256787,0.123116559701477
"9",0.139927731548192,0.0338388344684302,0.0731535581157882,0.0178700910513018,0.0375239385411015,0.11234302583848
"10",0.0877081518784496,0.0341430141929768,0.0758255874029341,0.018003763452527,0.0378074913211654,0.103476106157192
"11",0.0875972127441426,0.0278157731577541,0.0595056672045154,0.0183103001117354,0.031747647586439,0.0975352057650793
"12",0.0769745265115496,0.0281765389190111,0.0595366581436101,0.0176751877140604,0.0337647814095747,0.098205957049458
"13",0.0713341583914775,0.0272235666623274,0.0548134817747671,0.0155781653838722,0.0313173266013328,0.0959186539825189
"14",0.0719286607042918,0.0260885701200562,0.0571810014189392,0.017123899627554,0.0338225142874872,0.0956166208450088
"15",0.0708707827268086,0.0264453982936368,0.0514286758318565,0.0133250106737123,0.0331451304527116,0.0921449204440286
"16",0.0789989182894873,0.0256788267927985,0.0522168144383675,0.0137475710251269,0.0329857026879553,0.0924953610630383
"17",0.0785876927676685,0.0249202473357053,0.0573864828643946,0.0137651902473396,0.032535681671331,0.0944906488879864
"18",0.0843873051633199,0.0244169412126462,0.0525654618685553,0.0135090680924804,0.0315932259712858,0.0825387787648933
"19",0.0810910375049941,0.0242656635448678,0.0518644246149166,0.0129023410243681,0.0310982412539827,0.0892820403399963
"20",0.0833156702493049,0.022169204479925,0.0519390384550616,0.0132068977948509,0.0304539274971226,0.0893136811264861
"21",0.113821211475797,0.0407815558800789,0.0771518136680709,0.0132442055769169,0.030374464604335,0.0981782238399312
"22",0.123100265858955,0.0407544428141388,0.0748928931274524,0.013307802615554,0.0299700662783263,0.0971435676062637
"23",0.123118254314519,0.048906379951904,0.0762434819652265,0.0130915600292708,0.0323302492749718,0.101416064712738
"24",0.115424918532273,0.0530542706703582,0.0829746614000596,0.0122619477431012,0.0320276392000296,0.102717883722182
"25",0.113425678510003,0.0573742003311276,0.0942804977751352,0.0136020217314125,0.0390107015620539,0.131318945527846
"26",0.109830348513266,0.0580682676604952,0.0929414972393436,0.0148540753238723,0.0403308574622009,0.129936096181581
"27",0.109800989397761,0.0607036104961865,0.101282976155468,0.0159024410018771,0.0442388585871167,0.160870439117378
"28",0.111230125906118,0.0605696692022726,0.101217897516829,0.0152004985893107,0.0435327521423917,0.161673295709138
"29",0.111111978733986,0.0607166859647779,0.0988361993677142,0.0155989801385743,0.0449952175236435,0.160839649114491
"30",0.109132359170788,0.0696452347126623,0.111585984732118,0.015881155007229,0.0514953176159118,0.176257910202892
"31",0.106804643242613,0.0705060515777966,0.108652325383642,0.0177573756327796,0.0459271632835376,0.166702609457681
"32",0.104959455375527,0.0748604706953361,0.125999798410733,0.019802073341859,0.0520557424131269,0.193169419281248
"33",0.0620427418654416,0.0603567384955332,0.111035851859576,0.022887387942231,0.0522626342271765,0.18552987262531
"34",0.0505270044809524,0.0587455137165229,0.11085903348069,0.0229723837287692,0.0518955386942234,0.185571147835785
"35",0.0521364991676133,0.0563589782312697,0.112627214361845,0.0229050301958484,0.0513737820470537,0.184172693168914
"36",0.0693623620757488,0.0598974058476052,0.111315496578215,0.0237408411507565,0.055170341834919,0.194339711938563
"37",0.0921741632109365,0.0568561457460045,0.0959967822225876,0.023587675477981,0.048633150310163,0.171955350970165
"38",0.0923941359807881,0.0559524531918111,0.0933618320786975,0.0216122860239684,0.0453534221421052,0.161816989781105
"39",0.0927368662595214,0.0527398393488779,0.0895482490174482,0.019395681250779,0.0439179135122871,0.14005041949241
"40",0.0805036136964163,0.0530518816391515,0.0921748708227021,0.0204311490777284,0.0442463726299579,0.140899303179127
"41",0.0815677019413934,0.0530469987155473,0.0915439625907584,0.0208348470749455,0.0418820789403253,0.141110127849911
"42",0.100773206215289,0.0390559514729131,0.0665121624503232,0.0207854165199808,0.0259668298901782,0.11528186800581
"43",0.101784205776017,0.0335145736278197,0.0643319781439145,0.0186588220518777,0.024471107267737,0.110188021127525
"44",0.098710094353479,0.0268254009543872,0.0460889338039167,0.0165227142250793,0.0207058691723342,0.084432242871806
"45",0.0981671672570454,0.0267917497477387,0.0456174601052552,0.0110584490939569,0.0204478749729426,0.0841779284394884
"46",0.0930196851111732,0.0263187985011751,0.0432695159331706,0.0159040926093654,0.020791248814651,0.0800359237524569
"47",0.0865204127254477,0.0245131792011043,0.0428310338072758,0.0160136611792443,0.0209563362082385,0.0781079614147216
"48",0.0837790600871776,0.0191032962410346,0.041636676520063,0.015492313293431,0.0168901477468106,0.0676790487253155
"49",0.0710683665724261,0.0186732798891406,0.0420137219099579,0.0155777761512413,0.0168425529807417,0.0684391169381424
"50",0.0779865897563048,0.0185922965474707,0.0420284957834346,0.0153417667229631,0.0168444549818735,0.0693988407029187
"51",0.079964509172962,0.0215697515474375,0.0420591288058739,0.0167998539035855,0.0116175145988523,0.0727929754353212
"52",0.0928318519004804,0.0194156476257495,0.0278740812942777,0.0165940720193031,0.0117362406866315,0.0582775412846305
"53",0.0933847709990524,0.0170416801881846,0.0259930809115181,0.0165627114682898,0.0114720636964125,0.0521364207021959
