Date,price1,price2
20141107,91.7832,22.2867
20141110,92.4051,22.0776
20141111,92.5244,22.0421
20141112,92.8663,21.9851
20141113,91.6868,21.644
20141114,91.5574,21.5589
20141117,91.7045,21.6772
20141118,92.1882,21.8652
20141119,91.6555,21.6892
20141120,91.7524,21.4119
20141121,95.9483,21.1452
20141125,96.0289,21.8782
20141126,95.651,21.9965
20141128,91.443,21.9277
20141201,89.3365,21.9596
20141202,89.8415,21.6973
20141203,90.9829,21.8554
20141204,90.4291,22.1295
20141205,89.7761,22.2626
20141208,87.1606,22.5165
20141209,86.1854,22.2384
20141210,84.558,21.461
20141211,84.4051,21.1679
20141212,82.0237,21.6581
20141215,81.4299,21.2603
20141216,81.6892,20.9505
20141217,80.5848,20.9806
20141218,82.5475,21.0854
20141219,82.788,21.4428
20141222,83.3908,21.4134
20141224,84.7033,21.2507
20141226,85.2646,21.0777
20141229,84.8593,20.9852
20141230,83.8734,20.9454
20150105,79.3251,20.7072
20150106,78.0527,20.2171
20150107,79.0688,19.8056
20150108,79.9772,19.8724
20150109,79.3283,20.0939
20150113,78.0876,19.7383
20150114,77.0082,19.7119
20150115,77.3791,19.6274
20150116,76.1558,19.3098
20150120,76.2633,20.0424
20150121,77.126,20.4026
20150122,78.7695,20.3273
20150123,78.2937,20.7802
20150126,78.1992,20.4821
20150127,72.6979,20.7762
20150128,73.4679,20.2286
20150129,72.3244,18.7467
20150130,72.9092,18.543
20150202,73.1122,18.3628
20150203,75.9222,18.7745
20150204,75.045,19.2043
20150205,75.8234,18.9804
20150206,76.0826,18.8073
20150209,76.8882,19.0502
20150210,76.517,18.7534
20150212,76.2504,19.003
20150213,77.5689,19.0178
20150217,77.4975,19.0946
20150218,77.5442,19.0989
20150219,75.9536,19.2348
20150220,76.3701,19.3492
20150223,76.1773,19.2983
20150224,76.771,19.4302
20150225,77.3952,19.2589
20150226,76.6041,19.1463
20150227,75.7926,19.3031
20150302,75.46,19.3761
20150303,75.7074,19.5312
20150304,74.1614,19.4384
20150305,73.6769,19.2211
20150306,73.1089,18.9731
20150309,73.7411,18.7227
20150310,73.0904,18.8083
20150311,72.5384,18.8081
20150312,73.0999,18.9382
20150313,71.9831,19.0926
20150316,72.6287,18.9766
20150317,71.5603,19.0221
20150318,72.9788,19.0865
20150319,72.8616,19.1058
20150320,73.7358,18.9978
20150323,74.2623,19.2304
20150324,73.4317,19.0632
20150325,72.9511,19.0124
20150326,72.8977,18.9182
20150327,72.3418,19.1514
20150330,73.9234,18.3451
20150331,73.0919,18.5661
20150401,72.6092,18.6011
20150402,73.1278,18.9279
20150406,74.0765,18.9982
20150407,73.7285,19.4467
20150408,73.3333,19.4192
20150409,73.5587,19.3308
20150410,74.7691,19.4084
20150413,74.8797,19.6517
20150414,75.3092,19.9107
20150415,77.3069,19.6829
20150416,77.595,19.9229
20150417,76.4373,20.0255
20150420,77.6732,20.082
20150421,77.1725,20.1284
20150422,77.3834,20.0295
20150423,78.6457,20.155
20150424,77.5897,20.1353
20150427,78.3485,20.0922
20150428,78.6045,19.3359
20150430,79.7599,19.0667
20150501,80.2833,18.8996
20150507,79.3302,18.9118
20150508,80.1022,18.943
20150511,81.7054,18.8366
20150512,80.8372,18.7981
20150513,81.4148,19.1466
20150514,81.7306,19.1709
20150515,81.0748,19.2943
20150518,80.9684,19.2864
20150519,79.9866,19.3604
20150520,80.6737,19.4727
20150521,82.144,19.7624
20150522,81.6236,19.8298
20150526,80.6054,19.749
20150527,80.8566,19.794
20150528,79.1447,19.9318
20150529,78.515,19.8106
20150601,78.5286,19.4368
20150602,79.2338,19.3912
20150603,79.4042,19.4208
20150604,78.6627,19.5504
20150605,78.9656,19.0677
20150608,79.1787,19.2505
20150609,79.8509,19.2915
20150610,81.1082,19.7571
20150611,81.0609,19.5133
20150612,80.783,19.4011
20150615,79.9093,19.5564
20150616,79.4914,19.3646
20150617,79.9824,19.0123
20150618,80.296,18.9345
20150619,80.3934,19.117
20150622,81.0254,19.3466
20150623,81.1973,19.5761
20150624,81.212,19.4931
20150625,80.0786,19.2066
20150626,79.6254,18.8607
20150629,78.6907,18.7651
20150630,78.2857,18.9576
20150701,77.3781,18.3534
20150702,77.5447,18.4447
20150706,76.497,18.3267
20150707,76.2588,18.3517
20150708,75.7484,17.6622
20150709,75.4373,17.268
20150710,75.5698,17.3952
20150713,76.7589,17.417
20150714,77.4194,17.5763
20150715,77.4381,17.367
20150716,77.8097,17.376
20150717,77.0713,17.2986
20150721,76.21,17.3254
20150722,73.988,17.2243
20150723,71.7839,16.9066
20150724,70.7244,16.6582
20150727,69.8772,16.6505
20150728,71.8486,16.2664
20150729,71.5563,16.4708
20150730,72.3058,17.108
20150731,72.8637,17.2626
20150803,71.9046,17.124
20150804,71.2484,16.7585
20150805,71.5947,17.145
20150806,71.5977,17.42
20150807,71.9071,17.6109
20150810,74.0665,17.2721
20150811,72.3566,17.6289
20150812,72.5017,17.2152
20150813,72.3113,17.2782
20150814,72.7057,17.3012
20150817,72.4662,17.1166
20150818,72.9381,17.0909
20150819,71.9357,16.7053
20150820,71.4,16.6634
20150821,70.0872,16.609
20150824,67.9339,16.5083
20150825,68.1194,15.9181
20150826,68.0217,15.2393
20150827,69.8145,15.5238
20150828,70.1189,16.0907
20150831,70.6573,15.6697
20150901,69.5214,15.7549
20150902,70.2306,15.6817
20150903,69.0056,15.7075
20150904,67.8143,15.624
20150908,68.7287,15.5841
20150909,68.402,15.7495
20150910,67.2908,15.7188
20150911,67.1709,15.6505
20150914,67.376,15.4913
20150915,68.7133,15.3274
20150916,69.944,15.8085
20150917,69.2579,15.4883
20150918,67.1664,15.3333
20150924,60.9206,14.4334
20150925,60.3866,14.4225
20150928,58.9948,14.4726
20150929,59.7608,13.8578
20150930,60.3032,14.0133
20151001,59.7418,14.2562
20151002,60.1015,13.8719
20151005,63.5179,14.2319
20151006,65.2786,14.7133
20151007,65.4739,15.0064
20151008,66.089,15.4311
20151009,66.2582,15.6359
20151013,65.2216,15.6992
20151014,65.4819,15.1868
20151015,65.3659,15.3278
20151016,64.5344,15.4753
20151019,64.075,15.2963
20151020,65.1379,15.221
20151021,65.3693,15.7612
20151022,66.3395,15.7023
20151023,67.1391,16.0777
20151026,67.3086,16.2427
20151027,65.9776,15.9441
20151028,67.1052,15.5817
20151029,67.4684,15.8785
20151030,68.1071,15.8199
20151102,69.3371,15.5677
20151104,70.2201,15.8824
20151105,69.5806,15.8554
20151106,68.6331,15.6815
20151109,67.6339,15.7426
20151110,67.6281,15.7619
20151111,67.6866,15.5845
20151112,65.0619,15.6559
20151113,65.0525,15.3543
20151116,65.711,15.3208
20151117,65.253,15.6783
20151118,65.6769,15.6796
20151119,65.214,15.9481
20151120,66.5243,15.7771
20151124,66.8324,15.8566
20151125,67.0665,15.8536
20151127,66.6965,15.8832
20151130,67.8909,15.7537
20151201,67.0837,16.0164
20151202,66.8473,15.8626
20151203,65.6072,16.1379
20151204,65.2629,15.6592
20151207,63.9651,15.8055
20151208,62.4942,15.4759
20151209,61.9832,15.496
20151210,62.4126,15.5854
20151211,61.3052,15.6079
20151214,61.4444,15.1213
20151215,62.159,14.9185
20151216,62.8964,15.3243
20151217,61.7465,15.5451
20151218,61.0452,15.3691
20151221,61.1433,15.1606
20151222,63.6456,15.1679
20151224,65.0599,15.7289
20151228,64.2867,15.979
20151229,64.7545,15.8809
20151230,64.7656,15.8792
20160104,62.8354,15.773
20160105,62.906,15.6846
20160106,62.1212,15.6311
20160107,60.3904,15.2159
20160108,59.6525,15.0109
20160112,57.3448,14.5842
20160113,57.6338,14.7005
20160114,58.1602,14.1696
20160115,56.5413,14.5054
20160119,56.3587,14.3038
20160120,54.9286,14.1444
20160121,56.4708,13.8617
20160122,58.1795,13.8892
20160125,55.5282,14.1281
20160126,56.0564,13.664
20160127,55.6068,13.9625
20160128,57.3996,13.6623
20160129,58.6035,13.6555
20160201,59.2818,14.5286
20160202,57.8821,14.447
20160203,59.1409,13.8538
20160204,62.3248,13.9263
20160205,62.7466,14.0951
20160208,61.3658,14.7056
20160209,60.6276,14.2387
20160210,59.6059,13.9096
20160212,59.6774,13.3069
20160216,61.5297,14.7482
20160217,63.7294,14.507
20160218,62.7423,15.2294
20160219,61.765,14.8562
20160222,63.794,14.6845
20160223,62.808,15.1209
20160224,61.3562,15.0646
20160225,62.4926,14.7974
20160226,63.8,14.7261
20160229,64.3687,14.7506
20160301,65.2267,14.14
20160302,65.6396,14.9864
20160303,67.6749,15.4713
20160304,69.2888,15.762
20160307,70.9602,16.056
20160308,68.6911,16.5115
20160309,68.3347,16.0495
20160310,67.6288,16.374
20160311,69.1242,15.9264
20160314,69.0301,16.1108
20160315,68.1241,16.0842
20160316,69.9743,15.8624
20160317,71.3235,16.543
20160318,71.7149,16.4061
20160322,71.7705,16.518
20160323,70.4272,16.1929
20160324,70.8235,15.9933
20160328,71.3605,16.513
20160329,71.6618,16.7215
20160330,72.7179,16.7481
20160331,72.6866,16.5783
20160401,72.2804,15.9239
20160404,72.1942,15.7129
20160405,71.4928,15.5052
20160406,71.0411,15.5256
20160407,70.5049,15.6176
20160408,70.8188,15.9828
20160411,71.3475,16.2343
20160412,72.121,16.8329
20160413,74.3895,17.4629
20160414,74.8913,17.9747
20160415,75.3105,17.9556
20160418,75.2678,17.3325
20160419,76.2093,17.7596
20160420,75.8513,17.4836
20160421,75.6421,17.8156
20160422,74.9899,17.5197
20160425,73.6765,17.5493
20160426,74.0575,17.0806
20160427,75.1485,16.8372
20160428,75.1926,17.3674
20160502,74.3664,16.6442
20160506,69.8164,16.4601
20160509,68.2128,16.2535
20160510,69.0409,15.8974
20160511,69.9117,16.2524
20160512,68.9251,15.9458
20160513,67.6782,15.8716
20160516,68.1086,15.8859
20160517,68.351,16.3272
20160518,67.9344,16.3265
20160519,66.6093,16.3699
20160520,67.2475,15.8472
20160523,67.5702,15.8326
20160524,68.0622,15.8535
20160525,69.2583,16.1619
20160526,69.5243,16.411
20160527,68.859,16.3535
20160531,69.5547,16.6288
20160601,69.0485,16.5976
20160602,70.0911,16.3617
20160603,71.3521,16.9644
20160606,72.9384,16.8522
20160607,73.7814,17.5208
20160608,74.8799,17.8601
20160609,73.9012,17.6541
20160610,72.846,17.3397
20160613,72.579,16.9333
20160614,71.6449,16.7934
20160615,72.2355,16.9886
20160616,71.1665,16.6743
20160617,72.6907,16.9639
20160620,73.6535,17.6104
20160621,73.2934,17.6383
20160622,73.4109,17.4657
20160623,74.653,17.2013
20160624,70.8326,17.4656
20160627,68.458,16.4334
20160628,69.2502,16.0554
20160629,70.8907,16.4541
20160630,72.0659,16.7173
20160701,73.1486,16.8426
20160705,71.3842,16.8043
20160706,71.2639,16.4331
20160707,71.937,17.0378
20160708,73.7752,17.012
20160711,74.7395,17.5129
20160712,76.0869,17.5176
20160713,76.3868,17.7285
20160714,77.1424,18.0126
20160715,77.2636,18.4295
20160719,76.9418,18.6433
20160720,76.9921,18.4923
20160721,77.9668,19.0338
20160722,76.6839,18.9597
20160725,76.1892,18.9103
20160726,78.8411,18.8218
20160727,80.979,19.1156
20160728,80.3349,19.1896
20160729,80.0571,19.0497
20160801,79.4835,18.8598
20160802,78.7393,19.1285
20160803,79.2375,18.7239
20160804,79.2351,19.1734
20160805,79.9349,19.0521
20160808,80.6187,19.8451
20160809,80.4691,20.5001
20160810,80.1215,21.0081
20160812,80.4399,21.1818
20160815,81.3515,21.1825
20160816,81.4633,21.3214
20160817,81.61,22.0344
20160818,80.517,22.201
20160819,80.9745,22.1007
20160822,80.8016,22.1761
20160823,81.5486,21.7811
20160824,80.716,21.5061
20160825,80.1887,21.3096
20160826,80.299,21.0413
20160829,80.4523,21.3496
20160830,79.9683,20.9541
20160831,79.3529,21.2452
20160901,78.6027,21.0539
20160902,79.1086,20.6563
20160906,79.3194,21.5215
20160907,80.6747,21.4892
20160908,80.9114,21.5882
20160909,78.9267,21.7517
20160912,78.7422,21.7442
20160913,77.8274,21.3444
20160914,78.4941,21.1654
20160915,79.1857,21.1914
20160916,79.1977,21.6432
20160920,79.4573,21.7623
20160921,80.1986,22.0833
20160923,80.1976,22.8208
20160926,79.7587,22.5035
20160927,79.8255,21.8774
20160928,82.4821,21.8104
20160929,85.2012,22.2823
20160930,85.7277,22.1808
20161003,85.7453,22.3057
20161004,85.1332,22.1675
20161005,86.4156,22.1509
20161006,86.4259,22.4737
20161007,85.7653,22.5843
20161011,85.2791,22.5689
20161012,84.7164,22.3322
20161013,83.9452,22.5544
20161014,85.0586,22.444
20161017,84.4454,22.6256
20161018,84.3523,22.4555
20161019,85.0317,22.419
20161020,84.562,22.1715
20161021,84.1282,22.4204
20161024,84.0397,22.3913
20161025,83.3724,22.3904
20161026,81.9018,21.5939
20161027,81.2253,21.5369
20161028,81.7179,21.7184
20161031,81.6737,21.7984
20161101,80.5015,21.9665
20161102,79.2897,21.7262
20161104,80.2652,21.4257
20161107,81.6003,21.2305
20161108,82.4006,21.0633
20161109,88.7039,20.5226
20161110,91.482,22.1926
20161111,90.495,23.1051
20161114,92.0265,22.8308
20161115,91.5398,22.6342
20161116,91.2788,22.6083
20161117,90.7312,22.1302
20161118,90.1161,22.0708
20161121,90.9708,22.0587
20161122,91.0826,22.1818
20161125,93.4449,22.3577
20161128,92.7563,22.5897
20161129,91.9487,22.5807
20161130,93.2319,22.5433
20161201,93.924,23.1543
20161202,93.1676,23.0158
20161205,92.69,23.1629
20161206,92.6447,23.1
20161207,94.2468,23.3392
20161208,94.301,23.9166
20161209,93.3396,23.4807
20161212,93.2442,23.2793
20161213,93.6669,22.8425
20161214,92.3355,22.8931
20161215,92.0226,22.1522
20161216,91.0826,22.1003
20161219,89.9751,22.2136
20161220,92.0259,22.2661
20161221,91.7044,22.4992
20161222,91.8958,22.4642
20161227,92.2352,22.5019
20161228,91.4162,22.771
20161229,91.0801,22.6427
20161230,90.5511,22.2784
20170104,91.5306,22.6266
20170105,91.163,22.7296
20170106,90.9597,22.2628
20170110,91.6495,22.44
20170111,92.0013,22.5515
20170112,91.4169,23.04
20170113,92.0908,22.9075
20170117,91.4836,22.9377
20170118,91.7221,22.7732
20170119,92.0529,22.8588
20170120,92.985,23.5212
20170123,92.658,23.7733
20170124,94.581,23.4281
20170125,96.5571,23.9607
20170126,96.0051,24.2253
20170127,97.2007,23.9429
20170130,95.6694,23.859
20170131,94.0698,23.4443
20170201,93.6054,23.812
20170202,92.6394,24.2078
20170203,91.9115,24.4425
20170206,91.3702,24.5722
20170207,92.2755,24.2406
20170208,91.2686,24.5284
20170209,92.2405,24.0155
20170210,94.3411,24.3579
20170213,96.9938,24.2978
20170214,96.3224,24.2531
20170215,97.0461,24.4414
20170216,96.6813,24.5812
20170217,96.9867,24.5445
20170221,96.881,24.5131
20170222,96.658,24.7918
20170223,94.6423,24.9295
20170224,93.293,23.9545
20170227,95.5158,23.2876
20170228,95.3863,23.8382
20170301,96.8954,23.9498
20170302,93.1756,24.5063
20170303,93.4274,24.1142
20170306,93.8379,24.234
20170307,94.0716,24.488
20170308,92.6931,24.3476
20170309,90.1509,24.4354
20170310,90.5446,24.6823
20170313,91.339,24.7497
20170314,90.0438,24.8967
20170315,91.5305,24.9852
20170316,91.6167,25.8837
20170317,91.5636,26.1709
20170321,91.5593,26.3618
20170322,90.863,26.1053
20170323,91.0356,26.0644
20170324,90.9446,26.1769
20170327,89.8119,25.991
20170328,91.3047,26.0646
20170329,91.466,26.5495
20170330,91.5692,26.2546
20170331,91.4658,26.0677
20170403,90.5215,25.9344
20170404,92.6046,25.9161
20170405,93.9411,25.8176
20170406,94.2892,25.5736
20170407,94.4949,25.4482
20170410,95.7501,25.599
20170411,95.0393,25.5005
20170412,93.9404,25.2117
20170413,92.3156,25.0162
20170417,92.4296,24.8881
20170418,92.585,25.0292
20170419,92.624,24.8993
20170420,93.5012,24.3103
20170421,93.7543,24.9291
20170424,96.0948,24.8283
20170425,102.7395,25.2032
20170426,104.1744,26.0663
20170427,102.3564,26.2017
20170428,101.9471,26.5669
20170501,101.3418,26.0069
20170502,101.1975,25.9612
20170508,98.6509,25.4091
20170509,98.7399,24.5334
20170510,99.5585,25.1612
20170511,100.5337,24.9624
20170512,99.9262,24.5152
20170515,101.4307,23.9938
20170516,101.4062,24.169
20170517,99.9363,24.258
20170518,98.7834,23.6504
20170519,101.4966,23.5904
20170522,101.6242,23.9523
20170523,102.495,23.5106
20170524,103.3977,23.4265
20170525,104.4298,24.0989
20170526,104.6289,23.9362
20170530,104.7924,23.7487
20170531,104.2264,23.6289
20170601,105.0928,23.9425
20170602,105.3678,24.6979
20170605,104.9348,24.575
20170606,104.0424,24.3833
20170607,102.5776,24.2533
20170608,103.9635,24.5643
20170609,105.4462,24.8253
20170612,105.1286,25.1503
20170613,105.1114,24.7928
20170614,104.1563,24.9103
20170615,105.2052,24.0049
20170616,106.6143,24.2079
20170619,106.6245,24.5248
20170620,106.7113,25.0847
20170621,103.7214,24.7763
20170622,103.2284,24.5956
20170623,103.2145,24.4044
20170626,103.6207,24.2445
20170627,103.6346,24.3876
20170628,105.2188,24.6646
20170629,105.1511,25.3324
20170630,106.5691,25.0901
20170703,106.3899,25.0597
20170705,106.7485,25.3495
20170706,106.2246,25.3277
20170707,105.9341,24.8741
20170710,107.0978,25.0766
20170711,107.338,25.3994
20170712,108.4941,25.6312
20170713,107.7134,25.4221
20170714,108.0485,25.8647
20170718,107.0585,25.9932
20170719,107.6691,26.0631
20170720,107.5405,26.1978
20170721,106.061,26.5357
20170724,107.9533,26.1019
20170725,113.6322,25.8397
20170726,113.6138,26.3953
20170727,114.0384,26.3895
20170728,114.1756,26.5822
20170731,114.0413,26.7059
20170801,113.2294,26.8167
20170802,112.9227,26.7218
20170803,113.4132,26.8593
20170804,114.2278,26.8037
20170807,114.6953,26.7507
20170808,114.6819,26.6839
20170809,114.7359,26.6345
20170810,113.3569,26.5496
20170814,113.8375,25.9086
20170815,113.698,25.5467
20170816,114.0953,25.3313
20170817,113.5884,25.668
20170818,113.8316,25.617
20170821,113.649,25.6521
20170822,115.4172,25.6013
20170823,114.97,25.6961
20170824,114.7507,25.6021
20170825,115.6763,26.1305
20170828,115.0711,26.6069
20170829,115.9753,26.6477
20170830,117.1394,26.4465
20170831,117.824,26.8125
20170901,118.3804,26.6667
20170905,118.401,26.8742
20170906,117.6541,27.1675
20170907,117.5987,28.2357
20170908,117.9874,28.8582
20170911,118.2787,28.8904
20170912,120.5112,28.3466
20170913,119.9204,28.3738
20170914,120.2624,27.7522
20170915,121.2671,27.6806
20170919,124.5963,28.066
20170920,124.7326,28.3487
20170921,124.6119,28.4853
20170922,124.6734,28.7681
20170925,124.2334,28.559
20170926,124.7011,28.0873
20170927,124.7865,28.1778
20170928,124.7227,28.7759
20170929,124.9166,28.4546
20171002,124.4208,28.3919
20171003,125.0301,28.3933
20171004,126.5569,28.8438
